lon,lat,AQHI_IDW,NearestReading
-113.7973901154718,52.892955046747915,2.633448764332056,2026-01-20 23:00:00-07:00
-113.7473901154718,52.892955046747915,2.6483473916332776,2026-01-20 23:00:00-07:00
-113.6973901154718,52.892955046747915,2.6631530372417553,2026-01-20 23:00:00-07:00
-113.64739011547181,52.892955046747915,2.676618755974402,2026-01-20 23:00:00-07:00
-113.59739011547181,52.892955046747915,2.6872919085408458,2026-01-20 23:00:00-07:00
-113.54739011547181,52.892955046747915,2.69376908369756,2026-01-20 23:00:00-07:00
-113.49739011547182,52.892955046747915,2.695019795046363,2026-01-20 23:00:00-07:00
-113.44739011547182,52.892955046747915,2.6906573314442013,2026-01-20 23:00:00-07:00
-113.39739011547182,52.892955046747915,2.681030571097281,2026-01-20 23:00:00-07:00
-113.34739011547182,52.892955046747915,2.667095268480017,2026-01-20 23:00:00-07:00
-113.29739011547183,52.892955046747915,2.6501398268679783,2026-01-20 23:00:00-07:00
-113.24739011547183,52.892955046747915,2.6314967320478035,2026-01-20 23:00:00-07:00
-113.19739011547183,52.892955046747915,2.6131750282531097,2026-01-20 23:00:00-07:00
-113.14739011547184,52.892955046747915,2.599472796348243,2026-01-20 23:00:00-07:00
-113.09739011547184,52.892955046747915,2.5874366447885144,2026-01-20 23:00:00-07:00
-113.04739011547184,52.892955046747915,2.676509335604514,2026-01-20 23:00:00-07:00
-112.99739011547184,52.892955046747915,2.6704163700820187,2026-01-20 23:00:00-07:00
-112.94739011547185,52.892955046747915,2.6666217250252697,2026-01-20 23:00:00-07:00
-112.89739011547185,52.892955046747915,2.664821107638005,2026-01-20 23:00:00-07:00
-112.84739011547185,52.892955046747915,2.6646508631148484,2026-01-20 23:00:00-07:00
-112.79739011547186,52.892955046747915,2.6657317050535245,2026-01-20 23:00:00-07:00
-112.74739011547186,52.892955046747915,2.6668549962801036,2026-01-20 23:00:00-07:00
-112.69739011547186,52.892955046747915,2.666225235771824,2026-01-20 23:00:00-07:00
-112.64739011547186,52.892955046747915,2.666092572343567,2026-01-20 23:00:00-07:00
-112.59739011547187,52.892955046747915,2.6662730098586658,2026-01-20 23:00:00-07:00
